name,city,country,code,latitude,longitude
Ixtapa Zihuatanejo International Airport,Zihuatanejo,Mexico,ZIH,17.601600647,-101.460998535
Zamora Airport,Zamora,Mexico,ZMM,20.045000076293945,-102.2760009765625
Playa De Oro International Airport,Manzanillo,Mexico,ZLO,19.144800186199998,-104.558998108
Zapopan Airport,Zapopan,Mexico,\N,20.747922,-103.461709
Bluefields Airport,Bluefields,Nicaragua,BEF,11.991000175476074,-83.77410125732422
Los Brasiles Airport,Los Brasiles,Nicaragua,\N,12.1899995803833,-86.35389709472656
Leon (Fanor Urroz) Airport,Leon,Nicaragua,\N,12.429200172424316,-86.90280151367188
Augusto C. Sandino (Managua) International Airport,Managua,Nicaragua,MGA,12.141500473022461,-86.16819763183594
Puerto Cabezas Airport,Puerto Cabezas,Nicaragua,PUZ,14.047200202941895,-83.38670349121094
Bocas Del Toro International Airport,Bocas Del Toro,Panama,BOC,9.340849876403809,-82.25080108642578
Cap Manuel Niño International Airport,Changuinola,Panama,CHX,9.458640098571777,-82.51679992675781
Enrique Malek International Airport,David,Panama,DAV,8.390999794006348,-82.43499755859375
Panama Pacific International Airport,Howard,Panama,BLB,8.91479,-79.599602
Marcos A. Gelabert International Airport,Panama,Panama,PAC,8.973340034484863,-79.55560302734375
Ruben Cantu Airport,Santiago,Panama,\N,8.085599899291992,-80.94529724121094
Tocumen International Airport,Panama City,Panama,PTY,9.0713596344,-79.3834991455
Buenos Aires Airport,Buenos Aires,Costa Rica,\N,9.163949,-83.330171
Coto 47 Airport,Coto 47,Costa Rica,OTR,8.60155963897705,-82.96859741210938
Chacarita Airport,Chacarita,Costa Rica,\N,9.98141002655,-84.7726974487
El Carmen de Siquirres Airport,El Carmen,Costa Rica,\N,10.20199966430664,-83.47219848632812
Finca 10 / Nuevo Palmar Sur Airport,Finca 10,Costa Rica,\N,8.916350364685059,-83.5073013305664
Golfito Airport,Golfito,Costa Rica,GLF,8.654009819030762,-83.18219757080078
Guapiles Airport,Guapiles,Costa Rica,\N,10.2172002792,-83.79699707030001
Daniel Oduber Quiros International Airport,Liberia,Costa Rica,LIR,10.593299865722656,-85.54440307617188
Los Chiles Airport,Los Chiles,Costa Rica,\N,11.035300254821777,-84.70610046386719
Limon International Airport,Limon,Costa Rica,LIO,9.95796012878418,-83.02200317382812
Nosara Airport,Nosara Beach,Costa Rica,NOB,9.976490020750001,-85.65299987790002
Juan Santamaria International Airport,San Jose,Costa Rica,SJO,9.993860244750977,-84.20880126953125
Pandora Airport,Pandora,Costa Rica,\N,9.732170104980469,-82.98320007324219
Palmar Sur Airport,Palmar Sur,Costa Rica,PMZ,8.951029777526855,-83.46859741210938
Quepos Managua Airport,Quepos,Costa Rica,XQP,9.443160057067871,-84.12979888916016
Santa Clara De Guapiles Airport,Santa Clara,Costa Rica,\N,10.288299560546875,-83.7135009765625
San Vito De Java Airport,San Vito De Jaba,Costa Rica,\N,8.826109886169434,-82.95890045166016
El Salvador International Airport,San Salvador,El Salvador,SAL,13.4409,-89.055702
Ilopango International Airport,San Salvador,El Salvador,\N,13.69950008392334,-89.11990356445312
Les Cayes Airport,Cayes,Haiti,\N,18.271099090576172,-73.78829956054688
Cap Haitien International Airport,Cap Haitien,Haiti,CAP,19.732999801635742,-72.1947021484375
Jacmel Airport,Jacmel,Haiti,\N,18.241100311279297,-72.51850128173828
Toussaint Louverture International Airport,Port-au-prince,Haiti,PAP,18.579999923706055,-72.2925033569336
Gustavo Rizo Airport,Baracoa Playa,Cuba,BCA,20.365299224853516,-74.5062026977539
Carlos Manuel de Cespedes Airport,Bayamo,Cuba,BYM,20.396400451660156,-76.62139892578125
Maximo Gomez Airport,Ciego De Avila,Cuba,AVI,22.027099609375,-78.78959655761719
Jardines Del Rey Airport,Cunagua,Cuba,CCC,22.461000442499998,-78.32839965820001
Jaime Gonzalez Airport,Cienfuegos,Cuba,CFG,22.149999618530273,-80.41419982910156
Vilo Acuña International Airport,Cayo Largo del Sur,Cuba,CYO,21.6165008545,-81.5459976196
Ignacio Agramonte International Airport,Camaguey,Cuba,CMW,21.420299530029297,-77.84750366210938
Antonio Maceo International Airport,Santiago De Cuba,Cuba,SCU,19.96980094909668,-75.83540344238281
Florida Airport,Florida,Cuba,\N,21.49970054626465,-78.20279693603516
Leeward Point Field,Guantanamo,Cuba,\N,19.906499862671,-75.207099914551
Mariana Grajales Airport,Guantanamo,Cuba,GAO,20.08530044555664,-75.1583023071289
José Martí International Airport,Havana,Cuba,HAV,22.989200592041016,-82.40910339355469
Frank Pais International Airport,Holguin,Cuba,HOG,20.785600662231445,-76.31510162353516
La Coloma Airport,La Coloma,Cuba,LCL,22.33609962463379,-83.64189910888672
Orestes Acosta Airport,Moa,Cuba,MOA,20.653900146484375,-74.92220306396484
Sierra Maestra Airport,Manzanillo,Cuba,MZO,20.28809928894043,-77.08920288085938
Rafael Cabrera Airport,Nueva Gerona,Cuba,GER,21.834699630737305,-82.78379821777344
Playa Baracoa Airport,Baracoa Playa,Cuba,UPB,23.032800674399997,-82.5793991089
Pinar Del Rio Airport,Pinar Del Rio Norte,Cuba,\N,22.42140007019043,-83.67839813232422
San Antonio De Los Banos Airport,San Antonio De Banos,Cuba,\N,22.87150001525879,-82.5093002319336
Abel Santamaria Airport,Santa Clara,Cuba,SNU,22.49220085144043,-79.943603515625
Joaquín de Agüero Airport,Santa Lucia,Cuba,\N,21.509455906699998,-77.02059745790001
Siguanea Airport,Siguanea,Cuba,\N,21.642499923706055,-82.9551010131836
Sancti Spiritus Airport,Sancti Spiritus,Cuba,\N,21.9704,-79.442703
Juan Gualberto Gomez International Airport,Varadero,Cuba,VRA,23.034400939941406,-81.435302734375
Hermanos Ameijeiras Airport,Las Tunas,Cuba,VTU,20.987600326538086,-76.93579864501953
Gerrard Smith International Airport,Cayman Brac,Cayman Islands,CYB,19.687000274658203,-79.88279724121094
Owen Roberts International Airport,Georgetown,Cayman Islands,GCM,19.292800903299998,-81.3576965332
Clarence A. Bain Airport,Clarence Bain,Bahamas,\N,24.287700653076172,-77.68460083007812
Andros Town Airport,Andros Town,Bahamas,ASD,24.697900772094727,-77.79560089111328
Marsh Harbour International Airport,Marsh Harbor,Bahamas,MHH,26.511400222800003,-77.08350372310001
San Andros Airport,San Andros,Bahamas,SAQ,25.053800582885742,-78.04900360107422
Spring Point Airport,Spring Point,Bahamas,AXP,22.441799163800003,-73.97090148930002
Sandy Point Airport,Sandy Point,Bahamas,\N,26.004600524902344,-77.39550018310547
Treasure Cay Airport,Treasure Cay,Bahamas,TCB,26.745300293,-77.3912963867
Chub Cay Airport,Chub Cay,Bahamas,CCZ,25.41710090637207,-77.88089752197266
Great Harbour Cay Airport,Bullocks Harbour,Bahamas,\N,25.7383003235,-77.8401031494
South Bimini Airport,Alice Town,Bahamas,BIM,25.6998996735,-79.2647018433
Exuma International Airport,Great Exuma,Bahamas,GGT,23.5625991821,-75.8779983521
George Town Airport,George Town,Bahamas,\N,23.4666996002,-75.78170013430001
North Eleuthera Airport,North Eleuthera,Bahamas,ELH,25.474899292,-76.6835021973
Governor's Harbour Airport,Governor's Harbor,Bahamas,GHB,25.2847003937,-76.3310012817
Normans Cay Airport,Norman's Cay,Bahamas,\N,24.59429931640625,-76.82019805908203
Rock Sound Airport,Rock Sound,Bahamas,RSD,24.8950787333,-76.1768817902
Staniel Cay Airport,Staniel Cay,Bahamas,\N,24.169099807739258,-76.43910217285156
Grand Bahama International Airport,Freeport,Bahamas,FPO,26.5587005615,-78.695602417
Inagua Airport,Matthew Town,Bahamas,IGA,20.975000381469727,-73.66690063476562
Deadman's Cay Airport,Dead Man's Cay,Bahamas,LGI,23.1790008545,-75.09359741210001
Stella Maris Airport,Stella Maris,Bahamas,SML,23.582316804299996,-75.26862144470002
Mayaguana Airport,Mayaguana,Bahamas,MYG,22.3794994354,-73.01349639889999
Lynden Pindling International Airport,Nassau,Bahamas,NAS,25.0389995575,-77.46620178219999
Duncan Town Airport,Duncan Town,Bahamas,\N,22.181800842285156,-75.72949981689453
Rum Cay Airport,Port Nelson,Bahamas,\N,23.68440055847168,-74.83619689941406
San Salvador Airport,Cockburn Town,Bahamas,ZSA,24.06329917907715,-74.52400207519531
Philip S. W. Goldson International Airport,Belize City,Belize,BZE,17.539100646972656,-88.30819702148438
Aitutaki Airport,Aitutaki,Cook Islands,AIT,-18.830900192260742,-159.76400756835938
Rarotonga International Airport,Avarua,Cook Islands,RAR,-21.2026996613,-159.805999756
Nadi International Airport,Nandi,Fiji,NAN,-17.755399703979492,177.4429931640625
Nausori International Airport,Nausori,Fiji,SUV,-18.04330062866211,178.5590057373047
Fua'amotu International Airport,Tongatapu,Tonga,TBU,-21.241199493408203,-175.14999389648438
Vava'u International Airport,Vava'u,Tonga,VAV,-18.58530044555664,-173.96200561523438
Bonriki International Airport,Tarawa,Kiribati,TRW,1.3816399574279785,173.14700317382812
Tabiteuea North Airport,Tabiteuea North,Kiribati,TBF,-1.2244700193405151,174.7760009765625
Hihifo Airport,Wallis,Wallis and Futuna,WLS,-13.2383003235,-176.199005127
Faleolo International Airport,Faleolo,Samoa,APW,-13.829999923706055,-172.00799560546875
Pago Pago International Airport,Pago Pago,American Samoa,PPG,-14.3310003281,-170.710006714
Rurutu Airport,Rurutu,French Polynesia,RUR,-22.434099197387695,-151.36099243164062
Tubuai Airport,Tubuai,French Polynesia,TUB,-23.365400314331055,-149.5240020751953
Anaa Airport,Anaa,French Polynesia,AAA,-17.35260009765625,-145.50999450683594
Fangatau Airport,Fangatau,French Polynesia,\N,-15.819899559020996,-140.88699340820312
Tikehau Airport,Tikehau,French Polynesia,TIH,-15.119600296020508,-148.2310028076172
Reao Airport,Reao,French Polynesia,REA,-18.465900421142578,-136.44000244140625
Fakarava Airport,Fakarava,French Polynesia,FAV,-16.054100036621094,-145.65699768066406
Manihi Airport,Manihi,French Polynesia,XMH,-14.436800003051758,-146.07000732421875
Totegegie Airport,Totegegie,French Polynesia,GMR,-23.07990074157715,-134.88999938964844
Kaukura Airport,Kaukura Atoll,French Polynesia,KKR,-15.663299560546875,-146.88499450683594
Makemo Airport,Makemo,French Polynesia,MKP,-16.583900451660156,-143.6580047607422
Puka Puka Airport,Puka Puka,French Polynesia,PKP,-14.809499740600586,-138.81300354003906
Takapoto Airport,Takapoto,French Polynesia,TKP,-14.709500312805176,-145.24600219726562
Arutua Airport,Arutua,French Polynesia,AXR,-15.248299598693848,-146.61700439453125
Mataiva Airport,Mataiva,French Polynesia,MVT,-14.8681001663208,-148.7169952392578
Takaroa Airport,Takaroa,French Polynesia,TKX,-14.45580005645752,-145.02499389648438
Nuku Hiva Airport,Nuku Hiva,French Polynesia,NHV,-8.795599937438965,-140.22900390625
Bora Bora Airport,Bora Bora,French Polynesia,BOB,-16.444400787353516,-151.75100708007812
Rangiroa Airport,Rangiroa,French Polynesia,RGI,-14.954299926757812,-147.66099548339844
Huahine-Fare Airport,Huahine Island,French Polynesia,HUH,-16.68720054626465,-151.02200317382812
Moorea Airport,Moorea,French Polynesia,MOZ,-17.489999771118164,-149.76199340820312
Hao Airport,Hao Island,French Polynesia,HOI,-18.074800491333008,-140.9459991455078
Maupiti Airport,Maupiti,French Polynesia,MAU,-16.42650032043457,-152.24400329589844
Raiatea Airport,Raiatea Island,French Polynesia,RFP,-16.7229,-151.466003
Bauerfield International Airport,Port-vila,Vanuatu,VLI,-17.699300765991,168.32000732422
Koné Airport,Kone,New Caledonia,KNQ,-21.05430030822754,164.83700561523438
Koumac Airport,Koumac,New Caledonia,KOC,-20.546300888061523,164.25599670410156
Lifou Airport,Lifou,New Caledonia,LIF,-20.774799346923828,167.24000549316406
Nouméa Magenta Airport,Noumea,New Caledonia,GEA,-22.25830078125,166.47300720214844
Maré Airport,Mare,New Caledonia,MEE,-21.481700897216797,168.03799438476562
Touho Airport,Touho,New Caledonia,TOU,-20.790000915527344,165.25900268554688
Ouvéa Airport,Ouvea,New Caledonia,UVE,-20.640600204467773,166.572998046875
La Tontouta International Airport,Noumea,New Caledonia,NOU,-22.01460075378418,166.21299743652344
Auckland International Airport,Auckland,New Zealand,AKL,-37.008098602299995,174.792007446
Taupo Airport,Taupo,New Zealand,TUO,-38.73970031738281,176.08399963378906
Ardmore Airport,Ardmore,New Zealand,AMZ,-37.029701232910156,174.97300720214844
Christchurch International Airport,Christchurch,New Zealand,CHC,-43.48939895629883,172.53199768066406
Chatham Islands-Tuuta Airport,Chatham Island,New Zealand,CHT,-43.810001373291016,-176.45700073242188
Dunedin Airport,Dunedin,New Zealand,DUD,-45.9281005859375,170.197998046875
Gisborne Airport,Gisborne,New Zealand,GIS,-38.663299560546875,177.97799682617188
Glentanner Airport,Glentanner,New Zealand,\N,-43.906700134277344,170.1280059814453
Hokitika Airfield,Hokitika,New Zealand,HKK,-42.713600158691406,170.98500061035156
Hamilton International Airport,Hamilton,New Zealand,HLZ,-37.8666992188,175.332000732
Hastings Aerodrome,Hastings,New Zealand,\N,-39.646702,176.766998
Kerikeri Airport,Kerikeri,New Zealand,KKE,-35.26279830932617,173.91200256347656
Kaitaia Airport,Kaitaia,New Zealand,KAT,-35.06999969482422,173.28500366210938
Alexandra Airport,Alexandra,New Zealand,ALR,-45.211700439453125,169.3730010986328
Mount Cook Airport,Mount Cook,New Zealand,MON,-43.76499938964844,170.13299560546875
Manapouri Airport,Manapouri,New Zealand,TEU,-45.53310012817383,167.64999389648438
Hood Airport,Masterton,New Zealand,MRO,-40.97330093383789,175.63400268554688
New Plymouth Airport,New Plymouth,New Zealand,NPL,-39.00859832763672,174.1790008544922
Nelson Airport,Nelson,New Zealand,NSN,-41.298301696777344,173.2209930419922
Invercargill Airport,Invercargill,New Zealand,IVC,-46.41239929199219,168.31300354003906
RNZAF Base Ohakea,Ohakea,New Zealand,\N,-40.20600128173828,175.38800048828125
Oamaru Airport,Oamaru,New Zealand,OAM,-44.970001220703125,171.08200073242188
Palmerston North Airport,Palmerston North,New Zealand,PMR,-40.32059860229492,175.61700439453125
Paraparaumu Airport,Paraparaumu,New Zealand,PPQ,-40.904701232910156,174.98899841308594
Queenstown International Airport,Queenstown International,New Zealand,ZQN,-45.0210990906,168.738998413
Rotorua Regional Airport,Rotorua,New Zealand,ROT,-38.10919952392578,176.31700134277344
Waiouru Airport,Waiouru,New Zealand,\N,-39.4463996887207,175.6580047607422
South Pole Station Airport,Stephen's Island,Antarctica,\N,-90,0
Tauranga Airport,Tauranga,New Zealand,TRG,-37.67190170288086,176.1959991455078
Timaru Airport,Timaru,New Zealand,TIU,-44.302799224853516,171.22500610351562
Pukaki Airport,Pukaki,New Zealand,\N,-44.2350006104,170.117996216
Woodbourne Airport,Woodbourne,New Zealand,BHE,-41.5182991027832,173.8699951171875
Williams Field,Weydon,Antarctica,\N,-77.86740112304688,167.0570068359375
Wanaka Airport,Wanaka,New Zealand,WKA,-44.722198486328,169.24600219727
Wigram Airport,Wigram,New Zealand,\N,-43.5511016846,172.552993774
Whakatane Airport,Whakatane,New Zealand,WHK,-37.92060089111328,176.91400146484375
Wellington International Airport,Wellington,New Zealand,WLG,-41.3272018433,174.804992676
Wairoa Airport,Wairoa,New Zealand,\N,-39.006900787353516,177.40699768066406
RNZAF Base Auckland-Whenuapai,Whenuapai,New Zealand,\N,-36.78779983520508,174.6300048828125
Whangarei Airport,Whangarei,New Zealand,WRE,-35.7682991027832,174.36500549316406
Westport Airport,Westport,New Zealand,WSZ,-41.73809814453125,171.58099365234375
Wanganui Airport,Wanganui,New Zealand,WAG,-39.96220016479492,175.02499389648438
Herat Airport,Herat,Afghanistan,HEA,34.209999084472656,62.22829818725586
Jalalabad Airport,Jalalabad,Afghanistan,JAA,34.39979934692383,70.49859619140625
Kabul International Airport,Kabul,Afghanistan,KBL,34.56589889526367,69.2123031616211
Kandahar Airport,Kandahar,Afghanistan,KDH,31.505800247192383,65.8478012084961
Maimana Airport,Maimama,Afghanistan,MMZ,35.93080139160156,64.76090240478516
Mazar I Sharif Airport,Mazar-i-sharif,Afghanistan,MZR,36.70690155029297,67.20970153808594
Shindand Airport,Shindand,Afghanistan,\N,33.3913002014,62.2610015869
Sheberghan Airport,Sheberghan,Afghanistan,\N,36.75080108642578,65.91320037841797
Konduz Airport,Kunduz,Afghanistan,UND,36.66510009765625,68.91079711914062
Bahrain International Airport,Bahrain,Bahrain,BAH,26.27079963684082,50.63359832763672
Sheik Isa Air Base,Bahrain,Bahrain,\N,25.918399810791016,50.590599060058594
Abha Regional Airport,Abha,Saudi Arabia,AHB,18.240400314299997,42.65660095210001
Al Ahsa Airport,Al-ahsa,Saudi Arabia,HOF,25.28529930114746,49.485198974609375
Al Baha Airport,El-baha,Saudi Arabia,ABT,20.2961006165,41.6343002319
Bisha Airport,Bisha,Saudi Arabia,BHH,19.984399795532227,42.62089920043945
Abqaiq Airport,Abqaiq,Saudi Arabia,\N,25.911300659179688,49.59120178222656
King Fahd International Airport,Dammam,Saudi Arabia,DMM,26.471200942993164,49.79790115356445
King Abdulaziz Air Base,Dhahran,Saudi Arabia,DHA,26.265399932900003,50.152000427199994
Jizan Regional Airport,Gizan,Saudi Arabia,GIZ,16.901100158691406,42.58580017089844
Gassim Airport,Gassim,Saudi Arabia,ELQ,26.302799224853516,43.77439880371094
Gurayat Domestic Airport,Guriat,Saudi Arabia,URY,31.412413,37.278898
Ha'il Airport,Hail,Saudi Arabia,HAS,27.437901,41.686298
Jubail Airport,Jubail,Saudi Arabia,\N,27.038999557495117,49.40510177612305
King Faisal Naval Base,Jeddah,Saudi Arabia,\N,21.348100662231445,39.17300033569336
King Abdulaziz International Airport,Jeddah,Saudi Arabia,JED,21.6796,39.156502
King Khaled Military City Airport,King Khalid Mil.city,Saudi Arabia,HBT,27.9009,45.528198
Prince Mohammad Bin Abdulaziz Airport,Madinah,Saudi Arabia,MED,24.55340003967285,39.705101013183594
Nejran Airport,Nejran,Saudi Arabia,EAM,17.611400604248047,44.4192008972168
Al Qaisumah/Hafr Al Batin Airport,Hafr Al-batin,Saudi Arabia,AQI,28.335199,46.125099
Pump Station 3 Airport,Petroline 3,Saudi Arabia,\N,25.17449951171875,47.488399505615234
Pump Station 6 Airport,Petroline 6,Saudi Arabia,\N,24.71030044555664,44.964500427246094
Pump Station 10 Airport,Petroline 10,Saudi Arabia,\N,24.1072998046875,41.0359992980957
Rabigh Airport,Rabigh,Saudi Arabia,\N,22.702600479125977,39.069801330566406
Rafha Domestic Airport,Rafha,Saudi Arabia,RAH,29.626399993896484,43.4906005859375
King Khaled International Airport,Riyadh,Saudi Arabia,RUH,24.957599639892578,46.69879913330078
Ras Mishab Airport,Rash Mishab,Saudi Arabia,\N,28.079599380493164,48.611000061035156
Arar Domestic Airport,Arar,Saudi Arabia,RAE,30.906600952148438,41.13819885253906
Ras Tanura Airport,Ras Tanura,Saudi Arabia,\N,26.723100662231445,50.030799865722656
Sharurah Airport,Sharurah,Saudi Arabia,SHW,17.466899871826172,47.12139892578125
Sulayel Airport,Sulayel,Saudi Arabia,SLF,20.46470069885254,45.619598388671875
Tabuk Airport,Tabuk,Saudi Arabia,TUU,28.3654,36.6189
Ta’if Regional Airport,Taif,Saudi Arabia,TIF,21.483001,40.543442
Thumamah Airport,Thumamah,Saudi Arabia,\N,25.21299934387207,46.64099884033203
Ras Tanajib Airport,Ras Tanajib,Saudi Arabia,\N,27.867799758911133,48.769100189208984
Turaif Domestic Airport,Turaif,Saudi Arabia,TUI,31.692188,38.731544
Al Wajh Domestic Airport,Wejh,Saudi Arabia,EJH,26.19860076904297,36.47639846801758
Prince Abdulmohsin Bin Abdulaziz Airport,Yenbo,Saudi Arabia,YNB,24.144199,38.0634
Abadan Airport,Abadan,Iran,ABD,30.371099472,48.2282981873
Dezful Airport,Dezful,Iran,\N,32.434399,48.397598
Aghajari Airport,Aghajari,Iran,\N,30.7444,49.6772
Gachsaran Airport,Gachsaran,Iran,\N,30.337600708,50.827999115
Shahid Asyaee Airport,Masjed Soleiman,Iran,QMJ,32.00239944458008,49.27040100097656
Omidiyeh Airport,Omidyeh,Iran,\N,30.8351993560791,49.5349006652832
Mahshahr Airport,Bandar Mahshahr,Iran,MRX,30.55620002746582,49.15190124511719
Ahwaz Airport,Ahwaz,Iran,AWZ,31.337400436399996,48.7620010376
Abumusa Island Airport,Abumusa I.,Iran,\N,25.875699996948242,55.03300094604492
Bushehr Airport,Bushehr,Iran,BUZ,28.9447994232,50.8345985413
Bastak Airport,Bastak,Iran,\N,27.21269989013672,54.318599700927734
Asaloyeh Airport,Golbandi,Iran,\N,27.4814,52.615501
Kish International Airport,Kish Island,Iran,KIH,26.5261993408,53.980201721200004
Bandar Lengeh Airport,Bandar Lengeh,Iran,BDH,26.531999588,54.824798584
Khark Island Airport,Khark Island,Iran,\N,29.260299682617188,50.32389831542969
Sirri Island Airport,Siri Island,Iran,\N,25.908899307250977,54.539398193359375
Lavan Island Airport,Lavan Island,Iran,\N,26.810300827026367,53.356300354003906
Shahid Ashrafi Esfahani Airport,Bakhtaran,Iran,KSH,34.3459014893,47.1581001282
Sanandaj Airport,Sanandaj,Iran,SDG,35.24589920043945,47.00920104980469
Hesa Airport,Daran,Iran,\N,32.92890167236328,51.561100006103516
Shahid Vatan Pour Air Base,Esfahan,Iran,\N,32.56700134277344,51.69160079956055
Kashan Airport,Kashan,Iran,\N,33.895301818847656,51.57699966430664
Esfahan Shahid Beheshti International Airport,Esfahan,Iran,IFN,32.75080108642578,51.86130142211914
Badr Air Base,Sepah,Iran,\N,32.62110137939453,51.696998596191406
Sardar-e-Jangal Airport,Rasht,Iran,RAS,37.323333,49.617778
Arak Airport,Arak,Iran,\N,34.138099670410156,49.8473014831543
Ghazvin Azadi Airport,Abe-ali,Iran,\N,35.95209884643555,50.450801849365234
Kushke Nosrat Airport,Kushke Nosrat,Iran,\N,34.98400115966797,50.80619812011719
Doshan Tappeh Air Base,Teheran,Iran,\N,35.702999114990234,51.475101470947266
Ghale Morghi Airport,Teheran,Iran,\N,35.644798278808594,51.380699157714844
Mehrabad International Airport,Teheran,Iran,THR,35.68920135498047,51.31340026855469
Qazvin Airport,Ghazvin,Iran,\N,36.240101,50.0471
Naja Airport,Khoram Dareh,Iran,\N,35.77629852294922,50.88100051879883
Bandar Abbas International Airport,Bandar Abbas,Iran,BND,27.218299865722656,56.37779998779297
Jiroft Airport,Jiroft,Iran,\N,28.726900100699996,57.67029953
Kerman Airport,Kerman,Iran,KER,30.274400711099997,56.9510993958
Havadarya Airport,Bandar Abbas,Iran,\N,27.158300399780273,56.17250061035156
Dayrestan Airport,Gheshm I.,Iran,\N,26.754600524902344,55.902400970458984
Sirjan Airport,Sirjan,Iran,\N,29.550899505615234,55.672698974609375
Birjand Airport,Birjand,Iran,XBJ,32.898101806640625,59.2661018371582
Sarakhs Airport,Sarakhs,Iran,\N,36.50120162963867,61.06489944458008
Shahroud Airport,Emam Shahr,Iran,\N,36.4253005981,55.104198455799995
Tabas Airport,Tabas,Iran,\N,33.6678009033,56.8927001953
Kalaleh Airport,Kalaleh,Iran,\N,37.3833007812,55.4519996643
Ramsar Airport,Ramsar,Iran,RZR,36.9099006652832,50.67959976196289
Fasa Airport,Fasa,Iran,\N,28.891799926757812,53.72330093383789
Jahrom Airport,Jahrom,Iran,\N,28.586700439499996,53.5791015625
Lamerd Airport,Lamerd,Iran,\N,27.3726997375,53.18880081179999
Shiraz Shahid Dastghaib International Airport,Shiraz,Iran,SYZ,29.539199829101562,52.58980178833008
Khoy Airport,Khoy,Iran,\N,38.4275016784668,44.97359848022461
Tabriz International Airport,Tabriz,Iran,TBZ,38.1338996887207,46.23500061035156
Zanjan Airport,Zanjan,Iran,\N,36.7737007141,48.3594017029
Shahid Sadooghi Airport,Yazd,Iran,AZD,31.9048995972,54.2765007019
Zabol Airport,Zabol,Iran,ACZ,31.09830093383789,61.54389953613281
Konarak Airport,Chah Bahar,Iran,ZBR,25.443300247199996,60.3820991516
Zahedan International Airport,Zahedan,Iran,ZAH,29.47570037841797,60.90620040893555
Iran Shahr Airport,Iran Shahr,Iran,\N,27.2360992432,60.7200012207
Saravan Airport,Saravan,Iran,\N,27.419300079345703,62.315799713134766
Queen Alia International Airport,Amman,Jordan,AMM,31.7226009369,35.9931983948
Amman-Marka International Airport,Amman,Jordan,ADJ,31.972700119018555,35.991600036621094
Aqaba King Hussein International Airport,Aqaba,Jordan,AQJ,29.611600875854492,35.01810073852539
Prince Hassan Air Base,Hotel Four,Jordan,\N,32.160702,37.149399
Jerusalem Airport,Jerusalem,West Bank,\N,31.864700317383,35.219200134277
King Hussein Air College,Mafraq,Jordan,OMF,32.3564,36.259201
Kuwait International Airport,Kuwait,Kuwait,KWI,29.226600646972656,47.96889877319336
Beirut Rafic Hariri International Airport,Beirut,Lebanon,BEY,33.820899963378906,35.488399505615234
Rene Mouawad Air Base,Kleiat,Lebanon,\N,34.589298248291016,36.01129913330078
Abu Dhabi International Airport,Abu Dhabi,United Arab Emirates,AUH,24.433000564575195,54.651100158691406
Bateen Airport,Abu Dhabi,United Arab Emirates,AZI,24.428300857543945,54.458099365234375
Al Hamra Aux Airport,Al Hamra,United Arab Emirates,\N,24.073999404907227,52.463600158691406
Jebel Dhana Airport,Jebel Dhana,United Arab Emirates,\N,24.187400817871094,52.61399841308594
Al Dhafra Air Base,Abu Dhabi,United Arab Emirates,\N,24.248199462900004,54.547698974599996
Arzanah Airport,Arzana,United Arab Emirates,\N,24.780500411987305,52.559898376464844
Das Island Airport,Das Island,United Arab Emirates,\N,25.14620018005371,52.87369918823242
Zirku Airport,Zirku,United Arab Emirates,\N,24.862491607666016,53.07714080810547
Dubai International Airport,Dubai,United Arab Emirates,DXB,25.2527999878,55.3643989563
Fujairah International Airport,Fujeirah,United Arab Emirates,FJR,25.112199783325195,56.32400131225586
Ras Al Khaimah International Airport,Ras Al Khaimah,United Arab Emirates,RKT,25.613500595092773,55.93880081176758
Sharjah International Airport,Sharjah,United Arab Emirates,SHJ,25.32859992980957,55.5172004699707
Khasab Air Base,Khasab,Oman,KHS,26.17099952697754,56.2406005859375
Masirah Air Base,Masirah,Oman,MSH,20.675399780273438,58.890499114990234
Muscat International Airport,Muscat,Oman,MCT,23.593299865722656,58.284400939941406
Salalah Airport,Salalah,Oman,SLL,17.038700103759766,54.09130096435547
Thumrait Air Base,Thumrait,Oman,TTH,17.666000366210938,54.024600982666016
Bhagatanwala Airport,Bhagtanwala,Pakistan,\N,32.056098938,72.94840240479999
Faisalabad International Airport,Faisalabad,Pakistan,LYP,31.364999771118164,72.99479675292969
Gwadar International Airport,Gwadar,Pakistan,GWD,25.233299255371094,62.329498291015625
Gilgit Airport,Gilgit,Pakistan,GIL,35.918800354003906,74.33360290527344
Shahbaz Air Base,Jacobsbad,Pakistan,\N,28.28420066833496,68.44969940185547
Jinnah International Airport,Karachi,Pakistan,KHI,24.9065,67.160797
Alama Iqbal International Airport,Lahore,Pakistan,LHE,31.5216007232666,74.40360260009766
Walton Airport,Lahore,Pakistan,\N,31.494800567626953,74.34619903564453
Mangla Airport,Mangla,Pakistan,\N,33.05009841918945,73.63839721679688
Muzaffarabad Airport,Muzaffarabad,Pakistan,MFG,34.3390007019043,73.50859832763672
Mianwali Air Base,Mianwali,Pakistan,\N,32.5630989074707,71.5707015991211
Moenjodaro Airport,Moenjodaro,Pakistan,MJD,27.3351993560791,68.14309692382812
Masroor Air Base,Karachi,Pakistan,\N,24.893600463867188,66.93879699707031
Multan International Airport,Multan,Pakistan,MUX,30.20319938659668,71.41909790039062
Shaheed Benazirabad Airport,Nawabshah,Pakistan,WNS,26.2194,68.390099
Okara Cantonment Airstrip,Okara,Pakistan,\N,30.740999221800003,73.3576965332
